TableID,Capacity,Location,Status,LastUsedTime
T20,2,Center,Occupied,12-07-2025 10:18
T05,2,Balcony,Occupied,08-07-2025 16:39
T02,2,Bar Area,Available,12-07-2025 01:08
T12,4,Center,Available,08-07-2025 15:39
T06,2,Garden View,Reserved,10-07-2025 12:01
T16,4,Garden View,Available,09-07-2025 13:35
T01,2,Bar Area,Available,14-07-2025 07:04
T01,2,Bar Area,Available,10-07-2025 00:42
T15,4,Window Right,Reserved,12-07-2025 12:31
T17,2,Window Right,Available,08-07-2025 17:51
T19,8,Window Right,Occupied,09-07-2025 09:37
T14,2,Patio,Available,09-07-2025 05:24
T11,6,Corner Back,Available,11-07-2025 11:34
T11,6,Center,Reserved,09-07-2025 00:52
T05,2,Balcony,Reserved,08-07-2025 01:00
T06,2,Garden View,Reserved,08-07-2025 11:26
T03,2,Bar Area,Cleaning,09-07-2025 09:20
T01,2,Bar Area,Cleaning,07-07-2025 22:49
T13,4,Window Left,Reserved,14-07-2025 09:57
T02,2,Bar Area,Reserved,07-07-2025 16:55
T09,8,Bar Area,Reserved,10-07-2025 12:23
T16,2,Corner Back,Available,12-07-2025 12:57
T17,2,Window Left,Reserved,10-07-2025 12:08
T19,6,Patio,Cleaning,10-07-2025 11:16
T15,4,Garden View,Reserved,12-07-2025 11:46
T05,2,Balcony,Reserved,08-07-2025 18:54
T04,2,Balcony,Occupied,14-07-2025 07:34
T06,2,Garden View,Reserved,08-07-2025 02:34
T19,2,Window Right,Reserved,08-07-2025 14:52
T12,8,Balcony,Occupied,09-07-2025 00:13
T08,8,Corner Back,Cleaning,08-07-2025 16:32
T12,2,Balcony,Reserved,11-07-2025 23:53
T11,2,Center,Cleaning,12-07-2025 13:43
T17,4,Patio,Reserved,13-07-2025 20:00
T20,4,Garden View,Reserved,09-07-2025 04:10
T07,4,Window Left,Occupied,10-07-2025 14:40
T02,2,Bar Area,Reserved,10-07-2025 20:12
T15,8,Window Left,Reserved,09-07-2025 17:34
T02,2,Bar Area,Available,12-07-2025 01:11
T10,2,Center,Reserved,11-07-2025 17:03
T13,6,Patio,Occupied,12-07-2025 04:08
T16,2,Center,Occupied,13-07-2025 05:38
T20,6,Window Left,Available,09-07-2025 06:19
T20,2,Balcony,Occupied,09-07-2025 22:04
T04,2,Balcony,Reserved,13-07-2025 04:56
T07,4,Window Left,Cleaning,14-07-2025 06:59
T12,6,Window Right,Occupied,12-07-2025 22:52
T16,4,Bar Area,Available,14-07-2025 00:38
T10,8,Patio,Cleaning,07-07-2025 18:39
T16,6,Corner Back,Cleaning,13-07-2025 15:36
T09,2,Center,Reserved,11-07-2025 06:42
T08,6,Corner Back,Occupied,13-07-2025 07:09
T12,6,Corner Back,Reserved,09-07-2025 10:32
T19,4,Balcony,Occupied,08-07-2025 06:04
T09,8,Balcony,Reserved,11-07-2025 20:45
T01,2,Bar Area,Available,08-07-2025 10:37
T07,4,Window Left,Reserved,10-07-2025 20:38
T17,4,Bar Area,Cleaning,13-07-2025 04:45
T01,2,Bar Area,Occupied,11-07-2025 04:22
T19,4,Center,Reserved,12-07-2025 18:14
T18,6,Window Right,Cleaning,13-07-2025 08:13
T19,6,Garden View,Occupied,08-07-2025 08:24
T09,4,Window Right,Reserved,12-07-2025 05:26
T11,6,Window Right,Cleaning,07-07-2025 18:35
T07,4,Window Left,Occupied,09-07-2025 09:16
T19,4,Center,Occupied,12-07-2025 13:45
T16,4,Garden View,Cleaning,08-07-2025 14:43
T07,4,Window Left,Available,13-07-2025 03:27
T18,6,Window Right,Cleaning,13-07-2025 16:02
T20,2,Window Right,Available,08-07-2025 06:20
T09,4,Balcony,Occupied,10-07-2025 07:00
T01,2,Bar Area,Reserved,12-07-2025 12:24
T07,4,Window Left,Reserved,12-07-2025 14:29
T12,8,Patio,Occupied,07-07-2025 19:48
T09,2,Garden View,Occupied,11-07-2025 08:13
T10,6,Window Left,Reserved,11-07-2025 14:36
T10,8,Window Right,Available,10-07-2025 10:06
T16,4,Garden View,Reserved,12-07-2025 15:34
T03,2,Bar Area,Cleaning,14-07-2025 11:02
T18,8,Window Left,Occupied,10-07-2025 16:57
T08,2,Garden View,Available,08-07-2025 00:08
T09,6,Window Left,Occupied,11-07-2025 21:13
T16,4,Center,Cleaning,13-07-2025 22:15
T01,2,Bar Area,Reserved,12-07-2025 09:33
T09,8,Balcony,Cleaning,12-07-2025 05:49
T02,2,Bar Area,Reserved,11-07-2025 21:56
T11,2,Patio,Available,12-07-2025 12:48
T07,4,Window Left,Reserved,10-07-2025 12:12
T17,6,Patio,Cleaning,13-07-2025 09:01
T06,2,Garden View,Occupied,08-07-2025 07:40
T13,6,Corner Back,Occupied,12-07-2025 17:24
T14,8,Balcony,Occupied,10-07-2025 06:41
T20,8,Patio,Reserved,09-07-2025 06:59
T14,6,Bar Area,Reserved,09-07-2025 10:54
T14,8,Window Right,Available,13-07-2025 03:27
T20,6,Patio,Cleaning,11-07-2025 12:25
T11,2,Patio,Available,11-07-2025 14:21
T06,2,Garden View,Occupied,08-07-2025 08:27
T07,4,Window Left,Cleaning,08-07-2025 03:37
T04,2,Balcony,Cleaning,08-07-2025 00:07
T01,2,Bar Area,Reserved,11-07-2025 19:43
T14,2,Window Right,Available,08-07-2025 01:20
T12,6,Window Left,Available,13-07-2025 12:39
T18,4,Center,Reserved,10-07-2025 19:13
T10,2,Balcony,Occupied,09-07-2025 01:36
T01,2,Bar Area,Occupied,11-07-2025 20:36
T07,4,Window Left,Occupied,10-07-2025 13:59
T02,2,Bar Area,Available,12-07-2025 17:15
T07,4,Window Left,Cleaning,13-07-2025 12:59
T08,2,Garden View,Cleaning,14-07-2025 03:34
T13,2,Bar Area,Reserved,10-07-2025 05:10
T14,6,Balcony,Cleaning,08-07-2025 04:27
T20,2,Window Right,Available,08-07-2025 19:52
T16,6,Bar Area,Reserved,08-07-2025 23:46
T09,4,Patio,Cleaning,13-07-2025 00:48
T05,2,Balcony,Occupied,09-07-2025 19:15
T14,6,Balcony,Occupied,09-07-2025 09:15
T06,2,Garden View,Cleaning,12-07-2025 02:55
T06,2,Garden View,Reserved,11-07-2025 16:32
T07,4,Window Left,Occupied,10-07-2025 08:43
T06,2,Garden View,Occupied,08-07-2025 23:09
T08,2,Window Right,Cleaning,09-07-2025 20:17
T13,8,Center,Reserved,13-07-2025 17:31
T01,2,Bar Area,Available,10-07-2025 07:39
T15,4,Window Right,Occupied,11-07-2025 03:20
T18,4,Window Left,Available,10-07-2025 10:53
T08,6,Window Left,Cleaning,11-07-2025 07:42
T08,8,Window Left,Occupied,11-07-2025 00:12
T15,6,Bar Area,Available,11-07-2025 19:02
T04,2,Balcony,Occupied,12-07-2025 00:50
T11,2,Corner Back,Reserved,10-07-2025 20:21
T03,2,Bar Area,Reserved,10-07-2025 03:28
T01,2,Bar Area,Cleaning,11-07-2025 13:40
T14,4,Window Left,Occupied,12-07-2025 12:57
T13,2,Corner Back,Available,07-07-2025 16:27
T09,2,Center,Occupied,10-07-2025 23:53
T18,2,Window Right,Reserved,08-07-2025 07:24
T08,4,Window Left,Occupied,08-07-2025 11:47
T01,2,Bar Area,Reserved,12-07-2025 23:42
T12,2,Balcony,Available,08-07-2025 17:37
T08,4,Window Right,Cleaning,13-07-2025 19:47
T14,4,Center,Reserved,11-07-2025 19:24
T14,6,Patio,Cleaning,10-07-2025 19:47
T05,2,Balcony,Available,07-07-2025 17:11
T08,2,Garden View,Reserved,09-07-2025 00:40
T20,2,Center,Reserved,14-07-2025 00:12
T02,2,Bar Area,Available,14-07-2025 08:59
T03,2,Bar Area,Available,13-07-2025 02:44
T09,6,Window Left,Cleaning,08-07-2025 20:16
T04,2,Balcony,Reserved,08-07-2025 13:14
T16,8,Balcony,Cleaning,08-07-2025 12:46
T03,2,Bar Area,Cleaning,12-07-2025 07:38
T04,2,Balcony,Available,10-07-2025 18:45
T01,2,Bar Area,Cleaning,13-07-2025 01:18
T06,2,Garden View,Occupied,09-07-2025 12:17
T03,2,Bar Area,Available,12-07-2025 01:25
T01,2,Bar Area,Occupied,11-07-2025 18:13
T19,6,Garden View,Reserved,13-07-2025 12:37
T08,4,Patio,Cleaning,09-07-2025 11:57
T13,8,Balcony,Occupied,09-07-2025 12:51
T12,2,Center,Reserved,10-07-2025 01:51
T18,2,Balcony,Occupied,13-07-2025 03:48
T03,2,Bar Area,Cleaning,09-07-2025 20:19
T16,2,Garden View,Available,09-07-2025 00:50
T16,8,Patio,Occupied,10-07-2025 14:59
T01,2,Bar Area,Reserved,12-07-2025 16:49
T11,4,Corner Back,Available,09-07-2025 00:43
T04,2,Balcony,Available,11-07-2025 02:57
T14,8,Balcony,Available,12-07-2025 11:32
T14,6,Garden View,Cleaning,14-07-2025 09:41
T08,8,Patio,Cleaning,13-07-2025 12:24
T01,2,Bar Area,Occupied,11-07-2025 01:11
T05,2,Balcony,Reserved,07-07-2025 17:55
T20,2,Window Right,Occupied,13-07-2025 20:48
T12,2,Patio,Available,13-07-2025 08:50
T01,2,Bar Area,Occupied,14-07-2025 04:57
T09,6,Center,Available,08-07-2025 19:40
T03,2,Bar Area,Occupied,11-07-2025 10:44
T14,8,Corner Back,Cleaning,12-07-2025 16:52
T10,4,Balcony,Cleaning,13-07-2025 06:46
T10,6,Corner Back,Occupied,10-07-2025 01:45
T01,2,Bar Area,Cleaning,14-07-2025 06:02
T19,4,Center,Occupied,11-07-2025 00:09
T05,2,Balcony,Occupied,08-07-2025 01:36
T01,2,Bar Area,Available,08-07-2025 07:15
T10,6,Patio,Occupied,11-07-2025 19:18
T14,4,Patio,Reserved,13-07-2025 13:21
T08,4,Window Left,Occupied,12-07-2025 21:36
T05,2,Balcony,Reserved,13-07-2025 14:22
T09,4,Corner Back,Cleaning,08-07-2025 11:18
T16,8,Patio,Available,09-07-2025 05:58
T01,2,Bar Area,Cleaning,11-07-2025 01:40
T19,4,Center,Occupied,13-07-2025 22:38
T18,6,Bar Area,Available,14-07-2025 10:20
T19,2,Corner Back,Cleaning,09-07-2025 23:16
T14,8,Bar Area,Cleaning,09-07-2025 22:30
T13,2,Garden View,Cleaning,08-07-2025 14:01
T20,4,Window Left,Reserved,14-07-2025 10:50
T20,8,Bar Area,Available,14-07-2025 11:22
T10,4,Corner Back,Available,08-07-2025 17:58
T19,2,Center,Occupied,07-07-2025 13:10
T05,2,Balcony,Available,13-07-2025 06:48
T03,2,Bar Area,Cleaning,13-07-2025 05:33
T17,2,Bar Area,Reserved,12-07-2025 16:51
T17,2,Corner Back,Available,09-07-2025 19:43
T12,2,Patio,Reserved,09-07-2025 13:00
T19,8,Patio,Cleaning,13-07-2025 05:39
T08,4,Window Left,Reserved,13-07-2025 01:37
T18,4,Balcony,Reserved,09-07-2025 21:45
T10,6,Garden View,Available,08-07-2025 22:41
T20,6,Balcony,Available,12-07-2025 18:50
T01,2,Bar Area,Cleaning,10-07-2025 12:19
T03,2,Bar Area,Reserved,11-07-2025 01:41
T17,2,Center,Reserved,12-07-2025 13:00
T20,8,Bar Area,Occupied,07-07-2025 14:59
T07,4,Window Left,Available,10-07-2025 20:10
T02,2,Bar Area,Occupied,10-07-2025 14:35
T16,2,Garden View,Occupied,11-07-2025 19:05
T19,4,Center,Reserved,12-07-2025 00:36
T14,8,Bar Area,Cleaning,11-07-2025 04:25
T06,2,Garden View,Occupied,13-07-2025 22:17
T12,8,Center,Occupied,13-07-2025 17:00
T11,2,Center,Available,09-07-2025 13:50
T18,4,Center,Available,12-07-2025 01:09
T20,8,Bar Area,Occupied,08-07-2025 11:41
T06,2,Garden View,Reserved,10-07-2025 07:03
T12,8,Center,Occupied,11-07-2025 15:05
T20,8,Window Left,Available,10-07-2025 07:11
T16,6,Window Left,Occupied,09-07-2025 01:12
T08,4,Window Left,Available,11-07-2025 11:49
T16,6,Bar Area,Reserved,11-07-2025 13:28
T09,4,Patio,Available,13-07-2025 00:00
T11,2,Patio,Available,11-07-2025 04:14
T18,2,Bar Area,Reserved,08-07-2025 14:50
T06,2,Garden View,Available,07-07-2025 15:54
T19,6,Window Left,Occupied,13-07-2025 19:40
T06,2,Garden View,Available,10-07-2025 22:53
T02,2,Bar Area,Reserved,11-07-2025 08:34
T10,2,Garden View,Cleaning,07-07-2025 15:00
T13,6,Garden View,Occupied,09-07-2025 08:24
T20,6,Window Right,Cleaning,08-07-2025 22:29
T13,6,Garden View,Reserved,11-07-2025 12:47
T11,8,Balcony,Available,09-07-2025 12:15
T04,2,Balcony,Occupied,11-07-2025 10:45
T06,2,Garden View,Cleaning,13-07-2025 14:43
T19,4,Center,Reserved,08-07-2025 02:20
T19,6,Center,Available,13-07-2025 02:02
T12,8,Corner Back,Occupied,10-07-2025 21:13
T15,8,Window Left,Cleaning,10-07-2025 07:48
T18,4,Window Right,Cleaning,12-07-2025 07:57
T09,4,Window Right,Cleaning,13-07-2025 16:18
T19,6,Bar Area,Reserved,13-07-2025 18:09
T02,2,Bar Area,Available,09-07-2025 11:43
T20,6,Balcony,Cleaning,13-07-2025 06:07
T15,4,Patio,Cleaning,07-07-2025 21:26
T20,2,Patio,Occupied,12-07-2025 16:27
T07,4,Window Left,Reserved,10-07-2025 03:51
T11,6,Window Right,Available,10-07-2025 09:40
T19,2,Balcony,Reserved,12-07-2025 06:47
T01,2,Bar Area,Occupied,10-07-2025 20:08
T02,2,Bar Area,Available,08-07-2025 00:26
T08,4,Corner Back,Cleaning,12-07-2025 23:45
T09,4,Center,Reserved,11-07-2025 20:11
T04,2,Balcony,Cleaning,09-07-2025 02:02
T14,4,Center,Occupied,12-07-2025 00:25
T14,2,Bar Area,Reserved,10-07-2025 01:00
T14,8,Window Left,Occupied,10-07-2025 10:23
T13,4,Corner Back,Cleaning,09-07-2025 07:30
T18,8,Garden View,Cleaning,13-07-2025 11:52
T11,6,Window Right,Cleaning,14-07-2025 05:51
T06,2,Garden View,Occupied,11-07-2025 09:44
T02,2,Bar Area,Reserved,14-07-2025 05:11
T08,4,Bar Area,Reserved,14-07-2025 01:07
T02,2,Bar Area,Available,12-07-2025 00:59
T01,2,Bar Area,Reserved,08-07-2025 03:22
T09,4,Center,Cleaning,12-07-2025 12:12
T05,2,Balcony,Occupied,11-07-2025 09:43
T01,2,Bar Area,Occupied,12-07-2025 05:24
T12,2,Patio,Cleaning,12-07-2025 02:24
T20,2,Patio,Cleaning,14-07-2025 09:15
T18,4,Window Right,Cleaning,12-07-2025 08:29
T19,2,Window Right,Occupied,09-07-2025 13:22
T18,8,Corner Back,Cleaning,12-07-2025 20:03
T08,2,Center,Cleaning,09-07-2025 06:06
T04,2,Balcony,Available,10-07-2025 17:24
T15,8,Window Left,Cleaning,11-07-2025 22:19
T16,6,Center,Available,09-07-2025 07:47
T03,2,Bar Area,Available,14-07-2025 09:43
T14,4,Center,Available,08-07-2025 11:56
T19,6,Patio,Occupied,08-07-2025 01:47
T03,2,Bar Area,Occupied,09-07-2025 23:48
T20,2,Bar Area,Available,12-07-2025 04:22
T04,2,Balcony,Available,09-07-2025 15:10
T03,2,Bar Area,Available,09-07-2025 12:43
T07,4,Window Left,Occupied,10-07-2025 13:08
T08,4,Center,Occupied,09-07-2025 08:00
T09,4,Window Right,Reserved,08-07-2025 14:39
T12,8,Patio,Cleaning,08-07-2025 16:33
T14,8,Garden View,Available,12-07-2025 13:29
T09,8,Corner Back,Available,12-07-2025 09:05
T12,6,Center,Occupied,11-07-2025 06:39
T06,2,Garden View,Cleaning,11-07-2025 06:52
T04,2,Balcony,Reserved,11-07-2025 10:59
T20,2,Patio,Available,11-07-2025 12:11
T04,2,Balcony,Occupied,14-07-2025 12:36
T16,4,Window Left,Occupied,11-07-2025 19:08
T16,4,Bar Area,Occupied,11-07-2025 13:20
T03,2,Bar Area,Available,12-07-2025 05:51
T18,8,Corner Back,Cleaning,11-07-2025 00:25
T06,2,Garden View,Reserved,11-07-2025 03:39
T07,4,Window Left,Cleaning,12-07-2025 09:05
T08,6,Window Left,Available,12-07-2025 02:26
T15,8,Garden View,Reserved,08-07-2025 09:30
T05,2,Balcony,Available,09-07-2025 01:26
T16,2,Corner Back,Reserved,13-07-2025 18:41
T15,8,Patio,Available,12-07-2025 19:03
T13,4,Center,Reserved,12-07-2025 21:13
T15,8,Garden View,Reserved,09-07-2025 04:03
T15,8,Corner Back,Cleaning,09-07-2025 02:12
T07,4,Window Left,Cleaning,10-07-2025 07:48
T17,8,Window Left,Reserved,10-07-2025 22:22
T02,2,Bar Area,Reserved,09-07-2025 21:42
T20,4,Corner Back,Available,09-07-2025 23:53
T05,2,Balcony,Cleaning,11-07-2025 15:54
T17,4,Garden View,Available,08-07-2025 11:11
T12,4,Corner Back,Cleaning,08-07-2025 00:53
T12,4,Balcony,Occupied,08-07-2025 11:02
T09,4,Center,Reserved,07-07-2025 23:55
T11,2,Patio,Cleaning,08-07-2025 01:57
T17,6,Corner Back,Available,11-07-2025 14:58
T17,6,Patio,Reserved,08-07-2025 23:33
T06,2,Garden View,Available,13-07-2025 20:38
T04,2,Balcony,Cleaning,13-07-2025 02:06
T04,2,Balcony,Reserved,10-07-2025 08:36
T03,2,Bar Area,Occupied,14-07-2025 07:17
T09,2,Window Left,Occupied,09-07-2025 05:46
T03,2,Bar Area,Reserved,10-07-2025 00:35
T15,8,Patio,Available,09-07-2025 01:25
T16,4,Corner Back,Available,13-07-2025 12:30
T18,6,Window Left,Occupied,12-07-2025 20:05
T01,2,Bar Area,Cleaning,12-07-2025 09:15
T11,2,Center,Reserved,14-07-2025 03:33
T09,4,Bar Area,Reserved,12-07-2025 14:54
T15,2,Balcony,Occupied,14-07-2025 07:41
T12,4,Patio,Cleaning,10-07-2025 17:14
T04,2,Balcony,Reserved,12-07-2025 22:49
T17,8,Balcony,Available,07-07-2025 17:29
T05,2,Balcony,Reserved,11-07-2025 07:03
T04,2,Balcony,Cleaning,10-07-2025 03:50
T14,8,Corner Back,Available,09-07-2025 14:05
T06,2,Garden View,Cleaning,09-07-2025 01:10
T18,4,Garden View,Reserved,10-07-2025 00:54
T07,4,Window Left,Reserved,09-07-2025 20:51
T13,2,Window Left,Available,08-07-2025 18:01
T06,2,Garden View,Occupied,12-07-2025 08:55
T07,4,Window Left,Occupied,13-07-2025 20:50
T15,6,Window Left,Cleaning,11-07-2025 06:19
T02,2,Bar Area,Cleaning,12-07-2025 06:21
T14,4,Balcony,Occupied,14-07-2025 02:27
T02,2,Bar Area,Occupied,13-07-2025 22:06
T12,4,Patio,Available,10-07-2025 10:41
T20,4,Window Left,Occupied,12-07-2025 03:35
T06,2,Garden View,Cleaning,09-07-2025 20:46
T09,4,Garden View,Occupied,07-07-2025 21:39
T09,4,Balcony,Reserved,11-07-2025 23:21
T20,4,Window Right,Cleaning,12-07-2025 10:58
T09,8,Patio,Reserved,09-07-2025 23:07
T12,8,Balcony,Cleaning,12-07-2025 16:04
T08,4,Balcony,Reserved,14-07-2025 00:42
T17,2,Window Left,Occupied,10-07-2025 12:10
T15,6,Garden View,Reserved,14-07-2025 09:35
T19,4,Patio,Occupied,07-07-2025 21:42
T12,8,Center,Reserved,14-07-2025 09:13
T18,2,Window Left,Occupied,07-07-2025 17:17
T02,2,Bar Area,Occupied,12-07-2025 09:36
T10,4,Window Left,Occupied,08-07-2025 16:12
T03,2,Bar Area,Cleaning,10-07-2025 00:22
T20,4,Window Left,Cleaning,09-07-2025 23:18
T17,2,Bar Area,Occupied,12-07-2025 15:59
T04,2,Balcony,Available,07-07-2025 19:40
T20,2,Patio,Occupied,09-07-2025 21:36
T01,2,Bar Area,Available,08-07-2025 21:23
T13,6,Bar Area,Occupied,11-07-2025 19:53
T06,2,Garden View,Reserved,08-07-2025 09:37
T18,2,Corner Back,Reserved,10-07-2025 09:31
T14,6,Window Right,Reserved,10-07-2025 13:21
T04,2,Balcony,Available,08-07-2025 00:09
T06,2,Garden View,Reserved,10-07-2025 20:03
T14,8,Window Left,Available,08-07-2025 22:09
T07,4,Window Left,Cleaning,08-07-2025 04:30
T06,2,Garden View,Available,10-07-2025 17:49
T05,2,Balcony,Cleaning,11-07-2025 03:56
T16,8,Garden View,Available,10-07-2025 16:41
T01,2,Bar Area,Occupied,08-07-2025 14:26
T15,2,Balcony,Reserved,08-07-2025 02:21
T20,2,Patio,Reserved,09-07-2025 04:56
T11,6,Window Right,Reserved,11-07-2025 03:31
T01,2,Bar Area,Reserved,11-07-2025 11:28
T01,2,Bar Area,Available,11-07-2025 14:54
T19,2,Bar Area,Occupied,08-07-2025 05:39
T19,4,Bar Area,Cleaning,12-07-2025 14:19
T04,2,Balcony,Available,09-07-2025 14:28
T04,2,Balcony,Available,07-07-2025 23:24
T13,2,Bar Area,Occupied,14-07-2025 00:53
T02,2,Bar Area,Cleaning,10-07-2025 11:40
T10,8,Patio,Occupied,09-07-2025 01:29
T20,4,Window Right,Available,09-07-2025 16:15
T11,4,Corner Back,Reserved,10-07-2025 23:17
T08,6,Center,Occupied,11-07-2025 17:02
T12,4,Center,Reserved,12-07-2025 12:28
T14,2,Garden View,Reserved,13-07-2025 00:14
T14,4,Balcony,Reserved,08-07-2025 17:53
T20,4,Window Left,Available,13-07-2025 14:23
T15,6,Center,Occupied,11-07-2025 05:03
T15,8,Balcony,Reserved,11-07-2025 21:44
T08,6,Window Right,Available,12-07-2025 19:10
T03,2,Bar Area,Occupied,08-07-2025 09:43
T10,2,Window Left,Available,14-07-2025 11:20
T13,8,Patio,Cleaning,10-07-2025 09:36
T01,2,Bar Area,Available,09-07-2025 15:08
T03,2,Bar Area,Cleaning,11-07-2025 10:40
T12,8,Garden View,Occupied,10-07-2025 14:47
T14,6,Garden View,Available,08-07-2025 19:28
T16,6,Bar Area,Reserved,10-07-2025 17:15
T03,2,Bar Area,Cleaning,10-07-2025 02:27
T08,8,Balcony,Reserved,08-07-2025 16:31
T18,6,Corner Back,Cleaning,09-07-2025 11:47
T19,2,Window Right,Occupied,13-07-2025 12:58
T14,4,Patio,Occupied,13-07-2025 13:40
T07,4,Window Left,Available,13-07-2025 23:25
T10,8,Balcony,Available,09-07-2025 01:35
T12,2,Bar Area,Occupied,12-07-2025 08:49
T15,8,Window Left,Available,13-07-2025 08:50
T03,2,Bar Area,Reserved,08-07-2025 01:37
T12,8,Patio,Available,09-07-2025 16:46
T10,4,Balcony,Available,07-07-2025 16:17
T05,2,Balcony,Reserved,08-07-2025 11:20
T17,8,Window Right,Reserved,08-07-2025 05:04
T11,4,Balcony,Reserved,10-07-2025 00:15
T17,2,Balcony,Available,11-07-2025 00:41
T12,8,Bar Area,Reserved,13-07-2025 19:09
T11,8,Garden View,Reserved,13-07-2025 04:00
T14,4,Center,Available,07-07-2025 14:55
T07,4,Window Left,Cleaning,13-07-2025 14:10
T07,4,Window Left,Reserved,09-07-2025 22:43
T13,4,Corner Back,Cleaning,07-07-2025 22:10
T18,8,Bar Area,Cleaning,08-07-2025 02:44
T20,6,Patio,Cleaning,13-07-2025 12:02
T13,4,Bar Area,Available,10-07-2025 17:56
T04,2,Balcony,Reserved,12-07-2025 09:19
T03,2,Bar Area,Cleaning,07-07-2025 23:24
T15,6,Bar Area,Reserved,07-07-2025 18:57
T08,8,Garden View,Cleaning,10-07-2025 00:07
T10,8,Corner Back,Available,13-07-2025 17:19
T15,6,Bar Area,Occupied,10-07-2025 22:38
T14,8,Center,Cleaning,13-07-2025 08:12
T02,2,Bar Area,Occupied,10-07-2025 22:24
T09,8,Center,Available,08-07-2025 11:55
T14,6,Garden View,Cleaning,12-07-2025 00:41
T18,2,Corner Back,Reserved,07-07-2025 17:53
T04,2,Balcony,Cleaning,11-07-2025 03:50
T04,2,Balcony,Reserved,12-07-2025 08:34
T09,8,Center,Occupied,08-07-2025 03:42
T19,4,Window Left,Cleaning,08-07-2025 19:00
T09,4,Patio,Available,11-07-2025 17:04
T05,2,Balcony,Occupied,13-07-2025 21:32
T19,2,Center,Available,13-07-2025 11:35
T19,4,Patio,Occupied,11-07-2025 02:55
T01,2,Bar Area,Reserved,13-07-2025 11:28
T09,4,Bar Area,Cleaning,12-07-2025 01:58
T15,6,Patio,Available,07-07-2025 12:52
T16,4,Corner Back,Occupied,14-07-2025 10:46
T18,2,Bar Area,Available,12-07-2025 04:28
T17,2,Patio,Available,09-07-2025 23:14
T03,2,Bar Area,Cleaning,08-07-2025 23:53
T03,2,Bar Area,Reserved,11-07-2025 15:58
T10,8,Balcony,Reserved,12-07-2025 18:18
T16,8,Center,Cleaning,08-07-2025 03:56
T16,8,Balcony,Cleaning,12-07-2025 17:18
T14,8,Window Right,Available,09-07-2025 14:00
T03,2,Bar Area,Cleaning,11-07-2025 09:28
T18,2,Garden View,Reserved,14-07-2025 09:15
T08,6,Corner Back,Cleaning,10-07-2025 08:07
T13,4,Balcony,Available,09-07-2025 07:20
T20,6,Garden View,Reserved,13-07-2025 06:31
T17,2,Patio,Occupied,10-07-2025 04:38
T06,2,Garden View,Cleaning,14-07-2025 04:28
T11,4,Window Right,Cleaning,12-07-2025 10:15
T02,2,Bar Area,Occupied,10-07-2025 02:05
T17,2,Garden View,Cleaning,12-07-2025 12:39
T13,6,Bar Area,Cleaning,10-07-2025 23:24
T08,8,Bar Area,Reserved,09-07-2025 23:55
T07,4,Window Left,Cleaning,08-07-2025 22:25
T07,4,Window Left,Reserved,13-07-2025 01:47
T12,2,Window Left,Cleaning,12-07-2025 21:34
T06,2,Garden View,Occupied,09-07-2025 07:05
T13,2,Patio,Reserved,08-07-2025 12:08
T06,2,Garden View,Available,10-07-2025 01:26
T11,6,Window Left,Cleaning,14-07-2025 01:30
T15,4,Corner Back,Available,13-07-2025 21:59
T04,2,Balcony,Occupied,10-07-2025 03:09
T17,6,Balcony,Cleaning,07-07-2025 17:50
T16,8,Patio,Occupied,08-07-2025 00:55
T07,4,Window Left,Available,14-07-2025 01:41
T02,2,Bar Area,Reserved,07-07-2025 19:27
T19,4,Patio,Reserved,11-07-2025 22:40
T02,2,Bar Area,Cleaning,09-07-2025 00:02
T15,2,Center,Occupied,10-07-2025 01:28
T05,2,Balcony,Reserved,08-07-2025 06:13
T07,4,Window Left,Reserved,13-07-2025 11:12
T01,2,Bar Area,Occupied,10-07-2025 09:45
T08,8,Patio,Cleaning,10-07-2025 02:46
T04,2,Balcony,Occupied,08-07-2025 15:11
T16,8,Window Right,Reserved,11-07-2025 08:14
T08,2,Garden View,Cleaning,14-07-2025 04:40
T14,2,Bar Area,Available,10-07-2025 22:11
T03,2,Bar Area,Reserved,09-07-2025 20:06
T05,2,Balcony,Reserved,09-07-2025 01:53
T04,2,Balcony,Cleaning,13-07-2025 11:53
T01,2,Bar Area,Available,12-07-2025 21:15
T05,2,Balcony,Reserved,11-07-2025 17:04
T12,8,Balcony,Reserved,13-07-2025 13:11
T05,2,Balcony,Cleaning,10-07-2025 02:36
T15,4,Window Left,Cleaning,09-07-2025 14:45
T15,4,Patio,Reserved,12-07-2025 02:42
T13,4,Window Right,Occupied,08-07-2025 10:04
T14,4,Garden View,Cleaning,10-07-2025 21:47
T17,8,Patio,Available,12-07-2025 20:29
T05,2,Balcony,Cleaning,09-07-2025 03:49
T19,8,Window Right,Available,08-07-2025 17:50
T01,2,Bar Area,Cleaning,14-07-2025 09:57
T12,6,Center,Occupied,09-07-2025 07:05
T07,4,Window Left,Occupied,12-07-2025 03:01
T18,6,Window Right,Reserved,10-07-2025 13:53
T10,6,Center,Available,12-07-2025 21:53
T12,2,Center,Reserved,09-07-2025 10:09
T02,2,Bar Area,Occupied,11-07-2025 01:16
T16,2,Garden View,Reserved,11-07-2025 23:49
T16,8,Corner Back,Available,08-07-2025 20:19
T17,4,Window Left,Reserved,12-07-2025 09:10
T01,2,Bar Area,Cleaning,08-07-2025 13:37
T03,2,Bar Area,Cleaning,08-07-2025 20:11
